route,distance,store,client
"['store', 'client']",[9.619227521499946],"(40.41101822870703, -79.91054922095948)","(40.365739180177314, -80.00713138535538)"
"['store', 'client']",[6.496818751561064],"(40.41101822870703, -79.91054922095948)","(40.37849388358697, -79.97415904172634)"
"['store', '33', 'client']",[14.498060801380063],"(40.41101822870703, -79.91054922095948)","(40.53323738809182, -79.87132291114735)"
"['store', '11', 'client']",[13.796741338359856],"(40.41101822870703, -79.91054922095948)","(40.35336872994984, -80.04831867078181)"
"['store', '56', '23', '5', '17', 'client']",[31.247594695895664],"(40.41101822870703, -79.91054922095948)","(40.38619539643617, -80.21659154414534)"
"['store', '33', 'client']",[12.649657180057128],"(40.41101822870703, -79.91054922095948)","(40.509737996298725, -79.837461091646)"
"['store', '11', 'client']",[10.172135979008667],"(40.41101822870703, -79.91054922095948)","(40.345036367353984, -79.99320030483567)"
"['store', 'client']",[7.03007180826815],"(40.41101822870703, -79.91054922095948)","(40.46537120335169, -79.9530355561927)"
"['store', 'client']",[2.9520292991992747],"(40.41101822870703, -79.91054922095948)","(40.406694197303466, -79.94486398778206)"
"['store', 'client']",[7.11056569491373],"(40.41101822870703, -79.91054922095948)","(40.41669268721064, -79.99399547537871)"
"['store', '6', '4', 'client']",[13.490848443577512],"(40.41101822870703, -79.91054922095948)","(40.52655899774136, -79.94807596893169)"
"['store', 'client']",[5.91821293519631],"(40.41101822870703, -79.91054922095948)","(40.45288060153751, -79.95371608961004)"
"['store', 'client']",[8.150221764631482],"(40.41101822870703, -79.91054922095948)","(40.399933833568966, -79.815637374719)"
"['store', 'client']",[6.0388306444779225],"(40.41101822870703, -79.91054922095948)","(40.451777200963065, -79.95766369925616)"
"['store', 'client']",[4.992682234629117],"(40.41101822870703, -79.91054922095948)","(40.45292820810758, -79.88924157987324)"
"['store', 'client']",[2.8434801261091796],"(40.41101822870703, -79.91054922095948)","(40.4322488028544, -79.92928259347106)"
"['store', '14', '10', 'client']",[23.349107614425886],"(40.41101822870703, -79.91054922095948)","(40.37816821164153, -80.16537425245163)"
"['store', 'client']",[5.776303251901866],"(40.41101822870703, -79.91054922095948)","(40.44639411220968, -79.86064283843675)"
"['store', '56', 'client']",[12.08112750323894],"(40.41101822870703, -79.91054922095948)","(40.38568034243711, -80.04477466866652)"
"['store', '33', 'client']",[11.10704889243517],"(40.41101822870703, -79.91054922095948)","(40.497591902134616, -79.84681586855045)"
"['store', '11', '12', '18', '16', 'client']",[35.166565518988364],"(40.41101822870703, -79.91054922095948)","(40.42938075002103, -79.73289123790418)"
"['store', 'client']",[8.67492324185716],"(40.41101822870703, -79.91054922095948)","(40.486222706054, -79.93823438508639)"
"['store', 'client']",[5.128115970953241],"(40.41101822870703, -79.91054922095948)","(40.440646999338895, -79.95690242738509)"
"['store', '56', '23', 'client']",[21.831033283325297],"(40.41101822870703, -79.91054922095948)","(40.344159744972856, -80.1433308199977)"
"['store', '11', 'client']",[11.608297954093771],"(40.41101822870703, -79.91054922095948)","(40.35324939455985, -80.0213491760315)"
"['store', 'client']",[7.245281257451097],"(40.41101822870703, -79.91054922095948)","(40.365810131607454, -79.8490198910251)"
"['store', '11', '12', '18', '16', '27', 'client']",[39.978616773668094],"(40.41101822870703, -79.91054922095948)","(40.47101257711729, -79.71360821187166)"
"['store', 'client']",[8.726796839042514],"(40.41101822870703, -79.91054922095948)","(40.37639707765037, -80.00282543431601)"
"['store', '11', 'client']",[12.670360730754346],"(40.41101822870703, -79.91054922095948)","(40.34009329568048, -80.02660553405683)"
"['store', 'client']",[9.578301740258373],"(40.41101822870703, -79.91054922095948)","(40.4352990240134, -80.01885131290813)"
"['store', 'client']",[9.236362685430986],"(40.41101822870703, -79.91054922095948)","(40.45214300594689, -80.00516459542484)"
"['store', 'client']",[4.563450983644372],"(40.41101822870703, -79.91054922095948)","(40.45107660465391, -79.92255944039334)"
"['store', '15', 'client']",[12.698275074212106],"(40.41101822870703, -79.91054922095948)","(40.50822709676952, -79.83375648271979)"
"['store', '15', 'client']",[16.5434393957516],"(40.41101822870703, -79.91054922095948)","(40.49033007745954, -79.75985972849135)"
"['store', 'client']",[7.14675730791287],"(40.41101822870703, -79.91054922095948)","(40.46486240306046, -79.95669206302269)"
"['store', '56', 'client']",[11.320167315994409],"(40.41101822870703, -79.91054922095948)","(40.45998154523981, -80.02500176634217)"
"['store', '56', '23', '5', '17', '57', '54', 'client']",[50.50731235013166],"(40.41101822870703, -79.91054922095948)","(40.52027183202696, -80.22132608757478)"
"['store', '56', 'client']",[12.751930837995697],"(40.41101822870703, -79.91054922095948)","(40.44348819024557, -80.05448555359222)"
"['store', '56', 'client']",[12.292926624243186],"(40.41101822870703, -79.91054922095948)","(40.37857843670844, -80.04340948311602)"
"['store', 'client']",[8.987103491443719],"(40.41101822870703, -79.91054922095948)","(40.365362471107176, -79.99794525396996)"
"['store', '11', '12', '18', '16', '41', 'client']",[38.34246513848866],"(40.41101822870703, -79.91054922095948)","(40.44762585877257, -79.70522646422798)"
"['store', '14', 'client']",[14.075115167311644],"(40.41101822870703, -79.91054922095948)","(40.416167009509245, -80.07603401904828)"
"['store', '56', 'client']",[11.951803152571289],"(40.41101822870703, -79.91054922095948)","(40.433514473786616, -80.04826335181924)"
"['store', 'client']",[4.749844465667798],"(40.41101822870703, -79.91054922095948)","(40.45157620405539, -79.92833594929347)"
"['store', '11', '12', 'client']",[19.388455794593664],"(40.41101822870703, -79.91054922095948)","(40.324017736102746, -79.85775686211312)"
"['store', 'client']",[6.883177766527464],"(40.41101822870703, -79.91054922095948)","(40.46960780464226, -79.93703742233592)"
"['store', 'client']",[8.1804731828897],"(40.41101822870703, -79.91054922095948)","(40.38078227550805, -79.99841550437199)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', '19', 'client']",[72.21348515613656],"(40.41101822870703, -79.91054922095948)","(40.65338201296088, -80.08902280921292)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', '19', 'client']",[72.16489037122294],"(40.41101822870703, -79.91054922095948)","(40.65290261341731, -80.08888790923119)"
"['store', 'client']",[8.456263758962944],"(40.41101822870703, -79.91054922095948)","(40.34800973295436, -79.8546215262338)"
"['store', 'client']",[6.695156305586952],"(40.41101822870703, -79.91054922095948)","(40.41938378913535, -79.98866935473573)"
"['store', 'client']",[5.820911374827996],"(40.41101822870703, -79.91054922095948)","(40.4601069040306, -79.93461654059736)"
"['store', '56', '23', '5', '17', '57', '54', 'client']",[50.67974866985757],"(40.41101822870703, -79.91054922095948)","(40.50348731771224, -80.20062028813987)"
"['store', '11', 'client']",[14.544033221467654],"(40.41101822870703, -79.91054922095948)","(40.31477758406688, -80.02613740863154)"
"['store', 'client']",[4.746287819001231],"(40.41101822870703, -79.91054922095948)","(40.45091150377006, -79.93063035472167)"
"['store', '15', 'client']",[13.088723575053526],"(40.41101822870703, -79.91054922095948)","(40.48849360323371, -79.80174272563988)"
"['store', '56', 'client']",[12.290764364369865],"(40.41101822870703, -79.91054922095948)","(40.38782764903535, -80.04845127727117)"
"['store', 'client']",[5.469839348025058],"(40.41101822870703, -79.91054922095948)","(40.39529798794111, -79.97161468594797)"
"['store', '15', 'client']",[18.498747399706623],"(40.41101822870703, -79.91054922095948)","(40.54229737443976, -79.77644553553964)"
"['store', '6', '39', 'client']",[16.54913576589707],"(40.41101822870703, -79.91054922095948)","(40.513887860696, -80.02752070982076)"
"['store', '56', 'client']",[11.665890194194592],"(40.41101822870703, -79.91054922095948)","(40.390332340444935, -80.0417976438807)"
"['store', '6', '39', 'client']",[17.96875164032577],"(40.41101822870703, -79.91054922095948)","(40.5168739913644, -80.04398890309152)"
"['store', '11', '12', 'client']",[21.02467536607934],"(40.41101822870703, -79.91054922095948)","(40.26761472836261, -79.88262163775913)"
"['store', 'client']",[5.602236671319654],"(40.41101822870703, -79.91054922095948)","(40.457486103691295, -79.93626244926902)"
"['store', 'client']",[6.509199276149131],"(40.41101822870703, -79.91054922095948)","(40.46145360304883, -79.94964556101141)"
"['store', 'client']",[9.189172009893467],"(40.41101822870703, -79.91054922095948)","(40.49369470541051, -79.9058909337432)"
"['store', '15', 'client']",[17.812379362545926],"(40.41101822870703, -79.91054922095948)","(40.54014277653654, -79.7859330394108)"
"['store', '6', 'client']",[10.698428380407186],"(40.41101822870703, -79.91054922095948)","(40.47439590886842, -80.00287161104242)"
"['store', 'client']",[5.103674949776435],"(40.41101822870703, -79.91054922095948)","(40.4263935951516, -79.96721978701807)"
"['store', '14', 'client']",[13.754262196486863],"(40.41101822870703, -79.91054922095948)","(40.43688751077615, -80.0685346353998)"
"['store', '56', '23', 'client']",[17.21244200007538],"(40.41101822870703, -79.91054922095948)","(40.373692504168375, -80.09294808412801)"
"['store', 'client']",[7.835396596169726],"(40.41101822870703, -79.91054922095948)","(40.391217278386506, -79.99913897176597)"
"['store', '14', '10', 'client']",[15.669142792543973],"(40.41101822870703, -79.91054922095948)","(40.43435434641891, -80.0902061401749)"
"['store', 'client']",[8.197074735167567],"(40.41101822870703, -79.91054922095948)","(40.47790880512694, -79.95141652170818)"
"['store', '6', '39', 'client']",[20.919695970674667],"(40.41101822870703, -79.91054922095948)","(40.57302984468368, -80.03585035788205)"
"['store', 'client']",[7.617901526651308],"(40.41101822870703, -79.91054922095948)","(40.47928480562992, -79.9194316773457)"
"['store', '11', 'client']",[12.717199471230018],"(40.41101822870703, -79.91054922095948)","(40.35677641587493, -80.03631051861727)"
"['store', 'client']",[8.003017745231881],"(40.41101822870703, -79.91054922095948)","(40.47193460398665, -79.9609598502955)"
"['store', 'client']",[3.7791086325669143],"(40.41101822870703, -79.91054922095948)","(40.41629251633744, -79.8665622850791)"
"['store', 'client']",[3.6455377634262307],"(40.41101822870703, -79.91054922095948)","(40.43186371192847, -79.87736338849403)"
"['store', '6', '39', 'client']",[21.99401930104522],"(40.41101822870703, -79.91054922095948)","(40.563459004069465, -80.06817495297489)"
"['store', 'client']",[9.755476917389062],"(40.41101822870703, -79.91054922095948)","(40.34370504246025, -79.83672886875851)"
"['store', '14', 'client']",[13.069050762131756],"(40.41101822870703, -79.91054922095948)","(40.38689055993128, -80.0561596102628)"
"['store', 'client']",[9.585768780981303],"(40.41101822870703, -79.91054922095948)","(40.406880719793065, -80.0233496198847)"
"['store', '6', 'client']",[12.307873174919528],"(40.41101822870703, -79.91054922095948)","(40.516949900974296, -79.94247042452233)"
"['store', '14', '10', 'client']",[20.011798876139622],"(40.41101822870703, -79.91054922095948)","(40.47717148640422, -80.09403966537795)"
"['store', 'client']",[2.403896348772927],"(40.41101822870703, -79.91054922095948)","(40.42660040996387, -79.89088642439997)"
"['store', 'client']",[6.79259642266015],"(40.41101822870703, -79.91054922095948)","(40.462878603005535, -79.95300526258373)"
"['store', 'client']",[5.647001770017308],"(40.41101822870703, -79.91054922095948)","(40.4606967048104, -79.92477742374798)"
"['store', 'client']",[4.103905575361966],"(40.41101822870703, -79.91054922095948)","(40.411360718210055, -79.86220148064659)"
"['store', '11', '12', 'client']",[21.842031739921865],"(40.41101822870703, -79.91054922095948)","(40.33932294390968, -79.83615486987175)"
"['store', '14', '10', 'client']",[19.10188793603878],"(40.41101822870703, -79.91054922095948)","(40.44608432287591, -80.12814529239199)"
"['store', '11', '12', '18', '16', 'client']",[32.448217301125425],"(40.41101822870703, -79.91054922095948)","(40.412110143918696, -79.75630613038112)"
"['store', '11', 'client']",[14.5019104505402],"(40.41101822870703, -79.91054922095948)","(40.31561618505568, -80.02669440780903)"
"['store', 'client']",[4.779976830434093],"(40.41101822870703, -79.91054922095948)","(40.448309209294365, -79.88241097495327)"
"['store', 'client']",[7.942344561391549],"(40.41101822870703, -79.91054922095948)","(40.47842750532035, -79.94184770803102)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[56.34539499400074],"(40.41101822870703, -79.91054922095948)","(40.516216215935394, -80.15856367536395)"
"['store', 'client']",[5.489880494722413],"(40.41101822870703, -79.91054922095948)","(40.458118304248856, -79.93021543802975)"
"['store', '14', '10', 'client']",[17.655194503233353],"(40.41101822870703, -79.91054922095948)","(40.45786974147328, -80.07779972833028)"
"['store', '56', 'client']",[11.661676207821266],"(40.41101822870703, -79.91054922095948)","(40.38498633367864, -80.03906914820004)"
"['store', '11', '12', '18', '16', '27', 'client']",[39.75523438830291],"(40.41101822870703, -79.91054922095948)","(40.47187927703497, -79.7196321132953)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[54.252282662663696],"(40.41101822870703, -79.91054922095948)","(40.559175377758905, -80.22726538811807)"
"['store', 'client']",[5.68812231578968],"(40.41101822870703, -79.91054922095948)","(40.45093020138531, -79.95256789267984)"
"['store', 'client']",[7.376163945462419],"(40.41101822870703, -79.91054922095948)","(40.465514208713664, -79.86083971770877)"
"['store', '11', '0', 'client']",[19.954999004934173],"(40.41101822870703, -79.91054922095948)","(40.273707107844906, -79.90998555416094)"
"['store', '11', '12', 'client']",[20.20553542324493],"(40.41101822870703, -79.91054922095948)","(40.287504045161015, -79.85475408748977)"
"['store', '6', 'client']",[10.896123435479895],"(40.41101822870703, -79.91054922095948)","(40.50372220632636, -79.9460486750974)"
"['store', 'client']",[2.0771849113603307],"(40.41101822870703, -79.91054922095948)","(40.4284617044894, -79.9193890811022)"
"['store', '56', '23', 'client']",[18.322204487064532],"(40.41101822870703, -79.91054922095948)","(40.32510345001425, -80.07878324452801)"
"['store', '6', '39', 'client']",[19.85103056644684],"(40.41101822870703, -79.91054922095948)","(40.50020714482872, -80.06519516186867)"
"['store', 'client']",[9.24842033782835],"(40.41101822870703, -79.91054922095948)","(40.40962641479629, -80.01949209519522)"
"['store', '14', 'client']",[14.15502882271101],"(40.41101822870703, -79.91054922095948)","(40.47730508330396, -80.04079609431155)"
"['store', '56', 'client']",[12.617094092300691],"(40.41101822870703, -79.91054922095948)","(40.37419703631581, -80.04475140042729)"
"['store', '11', 'client']",[16.180415524053245],"(40.41101822870703, -79.91054922095948)","(40.333079543327024, -80.068605692521)"
"['store', '14', '10', 'client']",[20.99603981671164],"(40.41101822870703, -79.91054922095948)","(40.47110875230423, -80.13107666390725)"
"['store', '11', 'client']",[12.510839694684083],"(40.41101822870703, -79.91054922095948)","(40.356534712354936, -80.03374561016528)"
"['store', 'client']",[8.259663414794806],"(40.41101822870703, -79.91054922095948)","(40.44416499448092, -79.99768469315195)"
"['store', 'client']",[3.015884648221244],"(40.41101822870703, -79.91054922095948)","(40.42237179947072, -79.94282974489134)"
"['store', 'client']",[3.8294346467026226],"(40.41101822870703, -79.91054922095948)","(40.41099871747294, -79.8654331887232)"
"['store', '14', 'client']",[13.21323222555344],"(40.41101822870703, -79.91054922095948)","(40.43683539927867, -80.06192090526008)"
"['store', '6', '39', 'client']",[18.485135976234126],"(40.41101822870703, -79.91054922095948)","(40.558650109615776, -80.0106367049937)"
"['store', '6', '39', 'client']",[16.112402239906018],"(40.41101822870703, -79.91054922095948)","(40.51704644802202, -80.02183369298662)"
"['store', 'client']",[3.6000395768918794],"(40.41101822870703, -79.91054922095948)","(40.43768720980239, -79.88642739815526)"
"['store', 'client']",[9.520194402889453],"(40.41101822870703, -79.91054922095948)","(40.460393203314034, -80.0022761543574)"
"['store', 'client']",[5.618862843375006],"(40.41101822870703, -79.91054922095948)","(40.45129770164449, -79.95062848838549)"
"['store', '33', 'client']",[13.34241450590034],"(40.41101822870703, -79.91054922095948)","(40.515869093120045, -79.83458941015074)"
"['store', '11', '12', '18', '16', '27', 'client']",[39.7863839200528],"(40.41101822870703, -79.91054922095948)","(40.47089907703963, -79.71701861234027)"
"['store', '6', '39', 'client']",[18.976261809188614],"(40.41101822870703, -79.91054922095948)","(40.49498951684882, -80.05288970857279)"
"['store', 'client']",[8.346376870402018],"(40.41101822870703, -79.91054922095948)","(40.45419999808895, -79.99105974891364)"
"['store', 'client']",[6.470094706044527],"(40.41101822870703, -79.91054922095948)","(40.460009702695935, -79.95182726812315)"
"['store', '11', '12', 'client']",[20.936104485019396],"(40.41101822870703, -79.91054922095948)","(40.26796262074715, -79.89277668467201)"
"['store', 'client']",[6.940933931220077],"(40.41101822870703, -79.91054922095948)","(40.3642315844076, -79.96475755402834)"
"['store', 'client']",[4.594944126727185],"(40.41101822870703, -79.91054922095948)","(40.43571229905332, -79.95399583469161)"
"['store', '56', '23', 'client']",[16.109213419371876],"(40.41101822870703, -79.91054922095948)","(40.37234248502037, -80.08007763859109)"
"['store', 'client']",[3.3334121743802365],"(40.41101822870703, -79.91054922095948)","(40.42196541386549, -79.87397849459715)"
"['store', '15', 'client']",[15.660119151858535],"(40.41101822870703, -79.91054922095948)","(40.43202312759973, -79.78751540537243)"
"['store', '14', '10', 'client']",[16.565867680349115],"(40.41101822870703, -79.91054922095948)","(40.41236084409758, -80.09915542680899)"
"['store', '15', 'client']",[18.129079376432717],"(40.41101822870703, -79.91054922095948)","(40.42432683678516, -79.75861734240151)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[58.16376404958383],"(40.41101822870703, -79.91054922095948)","(40.590315784427226, -80.2003906742908)"
"['store', 'client']",[6.591213175379734],"(40.41101822870703, -79.91054922095948)","(40.46637300428524, -79.93859293216855)"
"['store', '11', 'client']",[13.428175223219203],"(40.41101822870703, -79.91054922095948)","(40.33971110804029, -80.03669836906595)"
"['store', 'client']",[6.949474243786523],"(40.41101822870703, -79.91054922095948)","(40.473584105707936, -79.91249577950198)"
"['store', 'client']",[3.870082937349276],"(40.41101822870703, -79.91054922095948)","(40.44533800498355, -79.91849014499296)"
"['store', 'client']",[6.647077095863791],"(40.41101822870703, -79.91054922095948)","(40.46944390504615, -79.92759890917313)"
"['store', 'client']",[6.9495660005222515],"(40.41101822870703, -79.91054922095948)","(40.42099848898325, -79.99138295564606)"
"['store', 'client']",[7.036249911164287],"(40.41101822870703, -79.91054922095948)","(40.44955309849183, -79.97637393798878)"
"['store', '6', '39', 'client']",[16.872707780759765],"(40.41101822870703, -79.91054922095948)","(40.49582896416211, -80.0267277671841)"
"['store', 'client']",[7.359333955155763],"(40.41101822870703, -79.91054922095948)","(40.474913306335175, -79.88751424327968)"
"['store', 'client']",[6.773495830182238],"(40.41101822870703, -79.91054922095948)","(40.451408899545214, -79.97036752214241)"
"['store', '11', 'client']",[14.365011681729456],"(40.41101822870703, -79.91054922095948)","(40.35759004282872, -80.05625158766131)"
"['store', '11', '12', 'client']",[20.604277822273346],"(40.41101822870703, -79.91054922095948)","(40.27094082282157, -79.88967346551924)"
"['store', 'client']",[6.751449591208701],"(40.41101822870703, -79.91054922095948)","(40.451817799714405, -79.969540619552)"
"['store', 'client']",[4.655589837325424],"(40.41101822870703, -79.91054922095948)","(40.45291190615816, -79.9083942124651)"
"['store', 'client']",[8.504357219415931],"(40.41101822870703, -79.91054922095948)","(40.46040610007394, -79.98715432292586)"
"['store', '33', 'client']",[12.302835083707764],"(40.41101822870703, -79.91054922095948)","(40.51120809871559, -79.88062103985455)"
"['store', 'client']",[3.9705181321372796],"(40.41101822870703, -79.91054922095948)","(40.43708121110033, -79.87851768361287)"
"['store', 'client']",[3.134627499422476],"(40.41101822870703, -79.91054922095948)","(40.43442340952674, -79.88989891002805)"
"['store', 'client']",[6.025475764595441],"(40.41101822870703, -79.91054922095948)","(40.39806838620331, -79.97947989826494)"
"['store', '15', 'client']",[14.976828671941941],"(40.41101822870703, -79.91054922095948)","(40.46484841391472, -79.776537891253)"
"['store', '14', 'client']",[14.661571507498952],"(40.41101822870703, -79.91054922095948)","(40.376231973786176, -80.07026719210984)"
"['store', '33', '58', 'client']",[22.942011923470034],"(40.41101822870703, -79.91054922095948)","(40.54429567347866, -79.77755914323117)"
"['store', 'client']",[6.15617998202963],"(40.41101822870703, -79.91054922095948)","(40.39569532741029, -79.84085404235653)"
"['store', 'client']",[9.202761144490943],"(40.41101822870703, -79.91054922095948)","(40.41747813059105, -79.8024526381855)"
"['store', '33', '58', '1', 'client']",[31.909277261656328],"(40.41101822870703, -79.91054922095948)","(40.62901569134753, -79.72231249215777)"
"['store', 'client']",[5.52982905089472],"(40.41101822870703, -79.91054922095948)","(40.45730770382227, -79.93458154694224)"
"['store', '14', 'client']",[13.161581388369111],"(40.41101822870703, -79.91054922095948)","(40.4538746905932, -80.05136941112454)"
"['store', 'client']",[5.682675029141463],"(40.41101822870703, -79.91054922095948)","(40.40737462371646, -79.84377114031777)"
"['store', 'client']",[7.831119050616948],"(40.41101822870703, -79.91054922095948)","(40.44872249689155, -79.98853956194938)"
"['store', 'client']",[5.856049733779293],"(40.41101822870703, -79.91054922095948)","(40.459633507980406, -79.88380146075899)"
"['store', 'client']",[7.626320781144851],"(40.41101822870703, -79.91054922095948)","(40.43533579237831, -79.99459231615319)"
"['store', 'client']",[5.985346786142076],"(40.41101822870703, -79.91054922095948)","(40.4601719036619, -79.93949674817806)"
"['store', '33', '58', '1', 'client']",[29.638199167464006],"(40.41101822870703, -79.91054922095948)","(40.60870728687753, -79.74023748632301)"
"['store', '6', '4', '40', 'client']",[28.352555387812593],"(40.41101822870703, -79.91054922095948)","(40.63252306665576, -79.9992687759792)"
"['store', 'client']",[9.323561511278356],"(40.41101822870703, -79.91054922095948)","(40.43045331965617, -80.0174259215186)"
"['store', 'client']",[6.027576062937502],"(40.41101822870703, -79.91054922095948)","(40.46246830430648, -79.93319323299495)"
"['store', '11', 'client']",[16.14035015603139],"(40.41101822870703, -79.91054922095948)","(40.322810127423146, -80.06062769285452)"
"['store', 'client']",[7.671637126964049],"(40.41101822870703, -79.91054922095948)","(40.36447623405446, -79.8437762758825)"
"['store', 'client']",[3.075645543117529],"(40.41101822870703, -79.91054922095948)","(40.41445771473988, -79.87459340588445)"
"['store', '11', '12', 'client']",[22.68854216760277],"(40.41101822870703, -79.91054922095948)","(40.26633705969989, -79.84112724477725)"
"['store', 'client']",[9.333033563509453],"(40.41101822870703, -79.91054922095948)","(40.46577250107077, -79.99400501636094)"
"['store', '14', '10', 'client']",[21.954265584746082],"(40.41101822870703, -79.91054922095948)","(40.49182532757494, -80.10882341170077)"
"['store', 'client']",[6.071645980910736],"(40.41101822870703, -79.91054922095948)","(40.46151770389496, -79.93798644263529)"
"['store', 'client']",[8.387058047084976],"(40.41101822870703, -79.91054922095948)","(40.38663128271423, -80.00405130536791)"
"['store', '14', 'client']",[14.295927634965722],"(40.41101822870703, -79.91054922095948)","(40.39888889803416, -80.07630796129885)"
"['store', 'client']",[4.851255856659444],"(40.41101822870703, -79.91054922095948)","(40.45250570779227, -79.89263278632015)"
"['store', '6', '4', 'client']",[15.07557644967186],"(40.41101822870703, -79.91054922095948)","(40.54072939275567, -79.9523435308055)"
"['store', 'client']",[7.223998600568533],"(40.41101822870703, -79.91054922095948)","(40.37906987993453, -79.98467077037787)"
"['store', 'client']",[7.659021955487562],"(40.41101822870703, -79.91054922095948)","(40.383696378101455, -79.99338518057993)"
"['store', 'client']",[5.928646438297395],"(40.41101822870703, -79.91054922095948)","(40.42748199349443, -79.97700120458427)"
"['store', 'client']",[9.891055732817563],"(40.41101822870703, -79.91054922095948)","(40.4587070151948, -80.00900659258969)"
"['store', 'client']",[9.011165540816938],"(40.41101822870703, -79.91054922095948)","(40.463129400459536, -79.99196312178867)"
"['store', 'client']",[5.248428336246477],"(40.41101822870703, -79.91054922095948)","(40.45700210465154, -79.92485213173623)"
"['store', 'client']",[5.838649193231053],"(40.41101822870703, -79.91054922095948)","(40.46268450672309, -79.89777587783935)"
"['store', '33', '58', '1', 'client']",[29.17103551774166],"(40.41101822870703, -79.91054922095948)","(40.60364868594059, -79.74410428467912)"
"['store', '33', '58', '1', 'client']",[24.94229393307023],"(40.41101822870703, -79.91054922095948)","(40.61183004284286, -79.81191251080348)"
"['store', '6', '39', 'client']",[19.40408975490088],"(40.41101822870703, -79.91054922095948)","(40.56871949858223, -80.00636092915093)"
"['store', '15', 'client']",[14.620263061489156],"(40.41101822870703, -79.91054922095948)","(40.52268908864314, -79.82049701906564)"
"['store', 'client']",[7.396562154975661],"(40.41101822870703, -79.91054922095948)","(40.42079442463444, -79.82434488614938)"
"['store', '11', 'client']",[10.153266199512757],"(40.41101822870703, -79.91054922095948)","(40.35315916963668, -80.0023426093258)"
"['store', '14', 'client']",[14.781285822214524],"(40.41101822870703, -79.91054922095948)","(40.37243426972813, -80.06916269726489)"
"['store', 'client']",[6.6748481441448675],"(40.41101822870703, -79.91054922095948)","(40.465669603951774, -79.94330754087315)"
"['store', 'client']",[7.269552864991744],"(40.41101822870703, -79.91054922095948)","(40.377170479763386, -79.98384087382793)"
"['store', '14', 'client']",[14.784412527463473],"(40.41101822870703, -79.91054922095948)","(40.469526416679344, -80.06046121436104)"
"['store', 'client']",[6.750364213174337],"(40.41101822870703, -79.91054922095948)","(40.47120230621324, -79.89933916559545)"
"['store', 'client']",[5.88010139125658],"(40.41101822870703, -79.91054922095948)","(40.46317320664541, -79.89856037821541)"
"['store', 'client']",[6.769259207299706],"(40.41101822870703, -79.91054922095948)","(40.3703171297561, -79.8511946934921)"
"['store', '14', 'client']",[13.389424560197146],"(40.41101822870703, -79.91054922095948)","(40.42422660058008, -80.06736106154624)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', '44', 'client']",[75.47083404982945],"(40.41101822870703, -79.91054922095948)","(40.67289502239464, -80.12579207651758)"
"['store', 'client']",[4.964989162501518],"(40.41101822870703, -79.91054922095948)","(40.454829204810096, -79.92223893200222)"
"['store', 'client']",[8.319805377381597],"(40.41101822870703, -79.91054922095948)","(40.34664293049333, -79.86042234736406)"
"['store', 'client']",[1.3622896179719988],"(40.41101822870703, -79.91054922095948)","(40.42014190853057, -79.89981885452434)"
"['store', '11', 'client']",[10.687792637174292],"(40.41101822870703, -79.91054922095948)","(40.345675668033, -80.00293653611244)"
"['store', '33', 'client']",[10.839654522006258],"(40.41101822870703, -79.91054922095948)","(40.4994879023002, -79.85678437638326)"
"['store', '11', '12', 'client']",[25.334540406207708],"(40.41101822870703, -79.91054922095948)","(40.26495868997894, -79.80157195925338)"
"['store', 'client']",[6.513192154287959],"(40.41101822870703, -79.91054922095948)","(40.35770722060385, -79.87856049380079)"
"['store', '56', 'client']",[11.1560910795445],"(40.41101822870703, -79.91054922095948)","(40.455866845803016, -80.02627658491716)"
"['store', 'client']",[5.38705620646229],"(40.41101822870703, -79.91054922095948)","(40.44835080120311, -79.95109089670278)"
"['store', '15', 'client']",[13.15038909257054],"(40.41101822870703, -79.91054922095948)","(40.47647520797665, -79.79738782173283)"
"['store', 'client']",[5.712978969543051],"(40.41101822870703, -79.91054922095948)","(40.390028586743306, -79.97199040214717)"
"['store', '11', '12', 'client']",[18.795672506956787],"(40.41101822870703, -79.91054922095948)","(40.28740201800184, -79.89480906212587)"
"['store', '6', '39', '47', 'client']",[24.722212253495417],"(40.41101822870703, -79.91054922095948)","(40.57601719103917, -80.06584747914104)"
"['store', '6', '4', 'client']",[14.873099618106815],"(40.41101822870703, -79.91054922095948)","(40.5371008945501, -79.95675232107635)"
"['store', 'client']",[4.223945277928078],"(40.41101822870703, -79.91054922095948)","(40.43897831113093, -79.87680107767977)"
"['store', 'client']",[5.197132105836935],"(40.41101822870703, -79.91054922095948)","(40.45389770351447, -79.93509695560736)"
"['store', '11', '12', '18', 'client']",[29.74446383579395],"(40.41101822870703, -79.91054922095948)","(40.39506804668279, -79.77785327722097)"
"['store', '33', '58', '1', 'client']",[31.038543574692543],"(40.41101822870703, -79.91054922095948)","(40.61349378942751, -79.72487598519777)"
"['store', 'client']",[7.246730527417098],"(40.41101822870703, -79.91054922095948)","(40.34716391511088, -79.89292545723775)"
"['store', 'client']",[4.555756496396878],"(40.41101822870703, -79.91054922095948)","(40.449539503867946, -79.92902455495431)"
